Year,Month,DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,UniqueCarrier,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,Cancelled,Diverted
2007,10,11,1,1943,51,US,N107US,308.0,308.0,294.0,60.0,69.0,PHX,LAX,2053.0,0,0
2007,11,10,2,2116,2326,WN,N875DL,123.0,130.0,109.0,-23.0,-32.0,MCO,LAX,892.0,0,0
2007,9,22,7,708,1101,DL,N703UA,232.0,233.0,215.0,-27.0,-34.0,DEN,DFW,1598.0,0,0
2007,5,15,1,1631,1733,DL,N755AA,53.0,62.0,51.0,47.0,43.0,JFK,MCO,427.0,0,0
2007,11,26,6,2134,156,US,N257DL,254.0,262.0,252.0,13.0,16.0,PHX,DEN,1867.0,0,0
2007,7,8,3,718,848,AA,N331US,99.0,90.0,67.0,-9.0,3.0,JFK,SEA,669.0,0,0
2007,10,12,2,1805,2125,DL,N875DL,202.0,200.0,180.0,20.0,29.0,JFK,DFW,1461.0,0,0
2007,2,26,2,325,632,UA,N653US,170.0,187.0,176.0,23.0,24.0,PHX,MCO,1221.0,0,0
2007,3,5,6,219,343,US,N136WN,80.0,84.0,64.0,42.0,47.0,SFO,PHX,586.0,0,0
2007,7,10,7,1704,2258,UA,N864WN,358.0,354.0,337.0,22.0,16.0,SEA,MCO,2412.0,0,0
2007,9,26,1,21,236,US,N603AA,125.0,135.0,110.0,18.0,14.0,PHX,SEA,882.0,0,0
2007,12,21,1,1508,2028,AA,N755UA,314.0,320.0,295.0,115.0,125.0,SEA,SFO,2289.0,0,0
2007,2,5,7,1929,6,US,N703UA,276.0,277.0,259.0,3.0,-5.0,PHX,SEA,1831.0,0,0
2007,11,4,6,1742,1839,WN,N349UA,54.0,57.0,38.0,-50.0,-61.0,DFW,SEA,413.0,0,0
2007,6,18,1,1019,1521,AA,N755AA,302.0,302.0,288.0,2.0,25.0,JFK,DFW,1984.0,0,0
2007,12,25,7,627,1026,AA,N125US,237.0,239.0,227.0,10.0,16.0,ATL,SFO,1675.0,0,0
2007,5,15,1,125,621,WN,N870UA,294.0,296.0,279.0,21.0,15.0,ATL,DFW,2098.0,0,0
2007,12,15,2,414,545,DL,N257WN,91.0,91.0,68.0,14.0,26.0,DEN,MCO,646.0,0,0
2007,3,12,6,2121,2342,WN,N972AA,136.0,141.0,124.0,37.0,45.0,JFK,LAX,1022.0,0,0
2007,5,19,7,1206,1253,US,N180DL,51.0,47.0,33.0,22.0,19.0,PHX,LAX,331.0,0,0
2007,12,5,1,1,553,DL,N683AA,347.0,352.0,338.0,30.0,38.0,SFO,JFK,2549.0,0,0
2007,12,22,5,2052,145,UA,N349UA,299.0,293.0,271.0,-5.0,-2.0,LAX,DFW,2128.0,0,0
2007,2,18,3,1752,2234,DL,N342WN,280.0,282.0,261.0,29.0,21.0,DEN,SFO,2106.0,0,0
2007,2,4,4,2250,342,DL,N454UA,296.0,292.0,281.0,20.0,13.0,ATL,SEA,1995.0,0,0
2007,1,26,2,1223,1659,UA,N257DL,262.0,276.0,262.0,-4.0,-5.0,MCO,DEN,1936.0,0,0
2007,12,24,7,1201,1336,UA,N167WN,100.0,95.0,76.0,2.0,-4.0,PHX,ATL,626.0,0,0
2007,4,7,2,1202,1711,UA,N864WN,306.0,309.0,297.0,60.0,55.0,JFK,PHX,2120.0,0,0
2007,7,15,3,1715,2236,DL,N376WN,320.0,321.0,307.0,24.0,37.0,DEN,ATL,2200.0,0,0
2007,12,27,3,2059,53,AA,N870UA,239.0,234.0,212.0,1.0,-16.0,MCO,JFK,1535.0,0,0
2007,11,10,1,655,1149,US,N920AA,293.0,294.0,270.0,-15.0,-25.0,DFW,PHX,2017.0,0,0
2007,4,15,5,1507,1839,DL,N702US,213.0,212.0,201.0,11.0,6.0,SFO,JFK,1401.0,0,0
2007,5,9,7,1423,1550,DL,N681US,84.0,87.0,67.0,-40.0,-31.0,ORD,SFO,620.0,0,0
2007,10,20,4,1445,2038,WN,N479DL,354.0,353.0,328.0,31.0,45.0,DEN,ORD,2408.0,0,0
2007,6,15,6,2045,142,WN,N645AA,304.0,297.0,273.0,-45.0,-47.0,MCO,LAX,2186.0,0,0
2007,3,15,7,2052,2203,UA,N588AA,77.0,71.0,57.0,-20.0,-29.0,ORD,LAX,495.0,0,0
2007,12,15,5,1544,1826,WN,N598UA,159.0,162.0,151.0,-48.0,-53.0,SEA,MCO,1208.0,0,0
2007,8,5,7,2221,2350,UA,N875DL,93.0,89.0,76.0,46.0,58.0,PHX,ORD,664.0,0,0
2007,10,26,6,1818,2057,WN,N119DL,163.0,159.0,144.0,-91.0,-95.0,SEA,LAX,1160.0,0,0
2007,12,3,3,1549,2138,WN,N681US,355.0,349.0,333.0,-60.0,-61.0,JFK,SEA,2428.0,0,0
2007,8,9,2,2359,413,DL,N875DL,255.0,254.0,242.0,3.0,-5.0,DFW,JFK,1870.0,0,0
2007,9,1,5,2156,102,US,N972AA,187.0,186.0,161.0,13.0,16.0,ORD,DFW,1300.0,0,0
2007,11,8,4,1206,1409,WN,N462US,128.0,123.0,109.0,-10.0,-14.0,MCO,ATL,880.0,0,0
2007,12,2,6,1109,1402,AA,N870UA,173.0,173.0,157.0,44.0,49.0,SEA,SFO,1175.0,0,0
2007,7,16,3,101,409,WN,N462US,188.0,188.0,178.0,34.0,29.0,PHX,LAX,1376.0,0,0
2007,7,13,1,243,800,US,N972AA,317.0,317.0,301.0,30.0,19.0,DEN,MCO,2195.0,0,0
2007,9,9,7,513,719,US,N703UA,128.0,126.0,102.0,34.0,51.0,SEA,LAX,945.0,0,0
2007,12,10,5,33,545,AA,N376WN,311.0,312.0,293.0,-2.0,-4.0,LAX,ATL,2075.0,0,0
2007,6,15,7,1050,1600,DL,N257DL,300.0,310.0,289.0,,-10.0,JFK,MCO,2078.0,0,0
2007,11,21,6,39,442,WN,N598UA,242.0,243.0,233.0,62.0,43.0,ORD,JFK,1668.0,0,0
2007,4,11,5,122,412,US,N369DL,161.0,170.0,153.0,49.0,53.0,MCO,SFO,1199.0,0,0
2007,10,12,5,2330,202,AA,N479DL,152.0,152.0,130.0,28.0,43.0,MCO,PHX,1026.0,0,0
2007,2,8,1,1357,1705,AA,N703UA,186.0,188.0,175.0,-9.0,-2.0,JFK,DFW,1275.0,0,0
2007,11,14,1,313,832,AA,N172DL,315.0,319.0,301.0,50.0,48.0,PHX,ORD,2075.0,0,0
2007,5,15,4,921,1510,AA,N130UA,351.0,349.0,336.0,-1.0,-5.0,ATL,LAX,2272.0,0,0
2007,8,4,7,101,218,DL,N864WN,68.0,77.0,61.0,-30.0,-32.0,LAX,SFO,552.0,0,0
2007,2,9,3,2020,2,UA,N870UA,223.0,222.0,202.0,21.0,17.0,MCO,DFW,1608.0,0,0
2007,5,21,1,2344,354,UA,N532DL,247.0,250.0,231.0,86.0,92.0,DFW,MCO,1684.0,0,0
2007,2,4,6,832,1100,WN,N552AA,156.0,148.0,132.0,103.0,107.0,SEA,PHX,1075.0,0,0
2007,7,9,1,949,1433,DL,N755AA,279.0,284.0,272.0,6.0,12.0,DEN,ATL,1852.0,0,0
2007,12,10,3,1518,1630,WN,N376WN,72.0,72.0,62.0,32.0,30.0,DFW,PHX,481.0,0,0
2007,3,22,2,2249,226,US,N875DL,217.0,217.0,201.0,-35.0,-33.0,SFO,PHX,1550.0,0,0
2007,4,14,2,1753,2201,AA,N672WN,248.0,248.0,224.0,52.0,49.0,LAX,ORD,1819.0,0,0
2007,10,20,5,1554,1941,AA,N653US,220.0,227.0,212.0,43.0,48.0,ATL,DEN,1554.0,0,0
2007,3,23,5,1438,1843,UA,N940AA,241.0,245.0,224.0,-41.0,-52.0,ATL,LAX,1747.0,0,0
2007,3,19,4,755,1347,UA,N598UA,352.0,352.0,339.0,11.0,12.0,JFK,PHX,2359.0,0,0
2007,3,6,2,59,318,US,N257WN,131.0,139.0,118.0,28.0,35.0,ATL,ORD,949.0,0,0
2007,7,1,1,1121,1513,AA,N572US,227.0,232.0,218.0,31.0,32.0,ATL,SEA,1573.0,0,0
2007,7,15,1,545,727,AA,N702US,104.0,102.0,88.0,3.0,10.0,ORD,ATL,735.0,0,0
2007,7,23,3,849,1154,UA,N331US,180.0,185.0,166.0,10.0,7.0,DEN,SEA,1355.0,0,0
2007,1,4,1,1728,2245,UA,N107US,310.0,317.0,292.0,78.0,70.0,DEN,SEA,2354.0,0,0
2007,9,18,2,2256,407,AA,N920AA,308.0,311.0,300.0,2.0,25.0,JFK,SEA,2261.0,0,0
2007,4,19,1,849,935,UA,N861DL,42.0,46.0,29.0,38.0,48.0,LAX,ORD,305.0,0,0
2007,10,17,5,908,1054,DL,N211US,100.0,106.0,91.0,32.0,21.0,DFW,LAX,740.0,0,0
2007,10,13,4,1552,2023,WN,N479DL,271.0,271.0,260.0,-6.0,9.0,MCO,DEN,1872.0,0,0
2007,2,24,7,1328,1509,US,N349UA,103.0,101.0,89.0,-10.0,-4.0,DEN,SFO,731.0,0,0
2007,4,20,1,1224,1548,US,N479DL,201.0,204.0,183.0,-16.0,-19.0,MCO,PHX,1326.0,0,0
2007,8,6,6,127,628,US,N972AA,303.0,301.0,287.0,12.0,4.0,SEA,LAX,1965.0,0,0
2007,3,9,3,2302,56,DL,N861DL,117.0,114.0,92.0,61.0,77.0,SEA,MCO,745.0,0,0
2007,5,17,2,52,548,US,N940AA,302.0,296.0,282.0,-11.0,-13.0,SFO,ATL,1979.0,0,0
2007,5,21,4,929,1031,DL,N532DL,61.0,62.0,50.0,-14.0,-26.0,JFK,SEA,459.0,0,0
2007,8,28,3,1121,1254,WN,N833UA,91.0,93.0,83.0,6.0,2.0,SFO,ATL,655.0,0,0
2007,9,17,6,1341,1439,WN,N369DL,51.0,58.0,34.0,-3.0,-1.0,DEN,SFO,427.0,0,0
2007,9,24,1,610,852,AA,N172DL,163.0,162.0,148.0,-6.0,-4.0,ATL,MCO,1090.0,0,0
2007,4,8,1,1824,1926,DL,N130UA,62.0,62.0,38.0,66.0,58.0,ATL,LAX,431.0,0,0
2007,8,26,6,909,1234,AA,N180DL,208.0,205.0,182.0,56.0,54.0,MCO,ORD,1529.0,0,0
2007,10,25,2,1040,1301,US,N586DL,140.0,141.0,128.0,-17.0,-10.0,SEA,DEN,965.0,0,0
2007,9,15,7,956,1341,US,N119DL,232.0,225.0,210.0,71.0,77.0,SFO,ATL,1653.0,0,0
2007,10,13,2,516,800,US,N972AA,161.0,164.0,144.0,74.0,86.0,SEA,JFK,1221.0,0,0
2007,7,3,6,1734,1846,US,N180DL,67.0,72.0,47.0,-39.0,-40.0,SEA,SFO,492.0,0,0
2007,7,15,5,436,815,UA,N672WN,218.0,219.0,205.0,47.0,48.0,SFO,DFW,1446.0,0,0
2007,6,19,5,300,445,UA,N119DL,113.0,105.0,82.0,26.0,17.0,PHX,DEN,706.0,0,0
2007,8,28,6,1815,1939,WN,N369DL,73.0,84.0,66.0,30.0,22.0,MCO,ATL,561.0,0,0
2007,4,24,4,2331,342,DL,UNKNOW,259.0,251.0,236.0,-6.0,-8.0,SFO,JFK,1845.0,0,0
2007,6,13,6,751,846,AA,N180DL,56.0,55.0,36.0,-37.0,-39.0,MCO,ATL,375.0,0,0
2007,3,9,7,147,310,UA,N114WN,83.0,83.0,59.0,6.0,-3.0,JFK,ATL,567.0,0,0
2007,7,18,5,518,1015,AA,N668AA,294.0,297.0,287.0,49.0,60.0,MCO,JFK,2198.0,0,0
2007,9,13,1,540,759,DL,N552AA,142.0,139.0,115.0,-36.0,-24.0,ORD,PHX,999.0,0,0
2007,10,9,3,12,208,DL,N668AA,122.0,116.0,99.0,25.0,15.0,JFK,ATL,779.0,0,0
2007,9,8,6,327,516,WN,N211US,115.0,109.0,90.0,17.0,18.0,DFW,ORD,757.0,0,0
2007,3,14,2,1258,1724,US,N875DL,273.0,266.0,243.0,-57.0,-64.0,LAX,ORD,1847.0,0,1
2007,3,6,3,1037,1135,US,N755AA,59.0,58.0,38.0,39.0,52.0,DEN,MCO,405.0,0,0
2007,5,8,5,404,544,DL,N130UA,91.0,100.0,76.0,-27.0,-21.0,ATL,SFO,652.0,0,0
2007,12,24,5,234,556,US,N107US,206.0,202.0,183.0,-70.0,-72.0,PHX,ATL,1470.0,0,0
2007,1,27,4,1718,2057,US,N257WN,215.0,219.0,206.0,58.0,45.0,DFW,SFO,1538.0,0,0
2007,9,19,5,305,753,US,N462US,285.0,288.0,265.0,13.0,-3.0,ATL,SFO,2006.0,0,0
2007,4,2,5,2238,112,WN,N681US,157.0,154.0,131.0,72.0,80.0,ATL,LAX,1074.0,0,0
2007,7,16,3,956,1323,US,N532DL,214.0,207.0,185.0,-27.0,-21.0,MCO,ATL,1356.0,0,0
2007,2,12,4,451,721,DL,N257DL,147.0,150.0,126.0,-16.0,-18.0,DEN,ATL,980.0,0,0
2007,11,24,2,7,115,DL,N559WN,68.0,68.0,44.0,-31.0,-26.0,PHX,ORD,473.0,0,0
2007,11,12,6,2245,54,UA,N668AA,127.0,129.0,116.0,-43.0,-37.0,JFK,ORD,857.0,0,0
2007,6,7,5,2117,247,DL,N586DL,329.0,330.0,314.0,15.0,9.0,ATL,ORD,2401.0,0,0
2007,10,24,3,47,622,AA,N369DL,327.0,335.0,323.0,-5.0,-8.0,ORD,LAX,2375.0,0,0
2007,6,19,4,208,723,DL,N454UA,315.0,315.0,296.0,41.0,44.0,ATL,SEA,2080.0,0,0
2007,9,5,1,758,1145,AA,N645AA,223.0,227.0,215.0,18.0,32.0,ATL,MCO,1612.0,0,0
2007,4,27,4,731,900,WN,N703UA,86.0,89.0,73.0,44.0,52.0,DFW,PHX,638.0,0,0
2007,4,7,7,1743,2338,WN,N136WN,350.0,355.0,345.0,63.0,63.0,SFO,ORD,2416.0,0,0
2007,2,23,7,2142,2337,US,N588AA,109.0,115.0,104.0,31.0,14.0,ATL,ORD,806.0,0,0
2007,6,10,4,1400,1724,DL,N211US,207.0,204.0,182.0,30.0,12.0,ORD,LAX,1460.0,0,0
2007,9,20,7,913,1221,DL,N331US,186.0,188.0,173.0,7.0,-4.0,LAX,JFK,1268.0,0,0
2007,10,12,2,525,902,US,N136WN,213.0,217.0,199.0,-7.0,3.0,PHX,SFO,1554.0,0,0
2007,11,25,2,1105,1446,UA,N645AA,219.0,221.0,205.0,-19.0,3.0,JFK,ATL,1476.0,0,0
2007,3,15,7,1253,1412,AA,N532DL,78.0,79.0,56.0,41.0,54.0,ORD,SEA,545.0,0,0
2007,9,10,4,1840,2026,WN,N870UA,113.0,106.0,86.0,50.0,39.0,ORD,DEN,793.0,0,0
2007,4,14,6,118,413,DL,N257DL,162.0,175.0,156.0,-9.0,-0.0,DEN,SEA,1283.0,0,0
2007,5,11,2,1217,1322,US,N672WN,60.0,65.0,51.0,65.0,56.0,SFO,ATL,438.0,0,0
2007,5,19,1,1048,1645,US,N136WN,365.0,357.0,333.0,30.0,33.0,JFK,ORD,2474.0,0,0
2007,7,1,5,611,1119,UA,N875DL,304.0,308.0,285.0,-34.0,-41.0,SFO,JFK,2112.0,0,0
2007,8,12,4,359,830,WN,N125US,278.0,271.0,257.0,48.0,50.0,SEA,MCO,1968.0,0,0
2007,7,20,4,1715,2146,US,N369DL,273.0,271.0,251.0,-6.0,0.0,PHX,JFK,1861.0,0,0
2007,1,7,7,1414,1644,UA,N787UA,142.0,150.0,134.0,75.0,63.0,PHX,MCO,1005.0,0,0
2007,12,25,5,331,844,WN,N532DL,313.0,313.0,301.0,21.0,21.0,JFK,LAX,2222.0,0,0
2007,11,2,4,254,421,UA,N875DL,89.0,87.0,67.0,20.0,23.0,SFO,ORD,593.0,0,0
2007,5,12,7,2039,2252,UA,N598UA,135.0,133.0,115.0,-48.0,-42.0,DEN,SEA,988.0,0,0
2007,7,2,2,438,815,DL,N119DL,217.0,217.0,196.0,52.0,57.0,ORD,ATL,1503.0,0,0
2007,2,25,4,813,859,US,N940AA,45.0,46.0,31.0,67.0,74.0,DFW,JFK,301.0,0,0
2007,8,1,4,332,626,DL,N861DL,174.0,174.0,160.0,-17.0,-25.0,LAX,ORD,1245.0,0,0
2007,11,24,7,1032,1352,UA,N130UA,192.0,200.0,187.0,28.0,27.0,DEN,DFW,1495.0,0,0
2007,12,2,5,1236,1740,AA,N167WN,303.0,304.0,284.0,32.0,35.0,DFW,ATL,2004.0,0,0
2007,11,22,2,1724,2022,US,N683AA,172.0,178.0,161.0,-6.0,0.0,ATL,LAX,1231.0,0,0
2007,1,23,1,1446,1644,WN,N861DL,117.0,118.0,101.0,-7.0,-13.0,DEN,ORD,883.0,0,0
2007,1,11,6,500,805,US,N107US,177.0,185.0,172.0,-13.0,-8.0,DEN,LAX,1274.0,0,0
2007,9,22,6,1317,1427,WN,N787UA,65.0,70.0,59.0,18.0,25.0,SEA,JFK,520.0,0,0
2007,3,23,5,1852,2347,US,N462US,301.0,295.0,275.0,9.0,16.0,ATL,SFO,2178.0,0,0
2007,3,7,7,1627,1852,AA,N559WN,145.0,145.0,123.0,42.0,46.0,DFW,DEN,983.0,0,0
2007,8,18,3,429,856,UA,N532DL,263.0,267.0,256.0,45.0,33.0,SEA,ORD,1884.0,0,0
2007,1,24,5,1216,1809,US,N125US,352.0,353.0,340.0,-62.0,-61.0,SEA,ATL,2315.0,0,0
2007,10,27,1,737,1157,US,N586DL,247.0,260.0,236.0,-2.0,-11.0,MCO,ORD,1871.0,0,0
2007,3,5,7,742,1006,WN,N479DL,135.0,144.0,120.0,4.0,-3.0,PHX,ATL,990.0,0,0
2007,8,5,4,930,1229,WN,N369DL,178.0,179.0,164.0,40.0,40.0,MCO,ATL,1211.0,0,0
2007,8,14,2,1911,2323,WN,N552AA,257.0,252.0,230.0,4.0,8.0,LAX,DEN,1878.0,0,0
2007,3,23,7,144,443,AA,N940AA,178.0,179.0,155.0,45.0,33.0,DEN,PHX,1312.0,0,0
2007,5,3,3,416,944,DL,N572US,324.0,328.0,313.0,-10.0,4.0,DEN,LAX,2459.0,0,0
2007,2,13,4,842,1117,UA,N683AA,172.0,155.0,141.0,-20.0,-18.0,JFK,SEA,1063.0,0,0
2007,12,27,7,1536,1708,UA,N833UA,92.0,92.0,77.0,24.0,31.0,ATL,MCO,631.0,0,0
2007,7,8,2,201,654,US,N831WN,294.0,293.0,276.0,-39.0,-32.0,SFO,DFW,1943.0,0,0
2007,2,18,1,1303,1423,WN,N462US,77.0,80.0,59.0,14.0,12.0,PHX,ORD,522.0,0,0
2007,10,1,3,46,414,US,N532DL,208.0,208.0,183.0,1.0,8.0,ORD,JFK,1428.0,0,0
2007,9,19,2,351,848,US,N870UA,294.0,297.0,282.0,-25.0,-25.0,PHX,SFO,2079.0,0,0
2007,3,27,7,1108,1646,US,N683AA,342.0,338.0,320.0,-5.0,-4.0,ATL,MCO,2249.0,0,0
2007,5,24,2,637,930,UA,N376WN,169.0,173.0,163.0,45.0,37.0,PHX,JFK,1155.0,0,0
2007,1,2,5,2130,2336,WN,N125US,127.0,126.0,114.0,-37.0,-46.0,MCO,ATL,868.0,0,0
2007,7,15,4,1828,2122,WN,N683AA,176.0,174.0,150.0,115.0,120.0,PHX,DFW,1156.0,0,0
2007,7,25,7,1246,1513,US,N702US,150.0,147.0,127.0,-2.0,-5.0,DFW,DEN,1083.0,0,0
2007,1,26,2,2355,406,US,N125US,255.0,251.0,241.0,8.0,-2.0,ATL,ORD,1814.0,0,0
2007,3,11,1,1943,32,US,N668AA,284.0,289.0,270.0,52.0,59.0,DEN,SFO,1972.0,0,0
2007,6,9,6,2228,349,UA,N136WN,316.0,321.0,297.0,50.0,66.0,MCO,ORD,2304.0,0,0
2007,1,26,1,909,1000,WN,N559WN,49.0,51.0,38.0,-21.0,-15.0,DEN,JFK,375.0,0,0
2007,9,13,2,2027,34,US,N645AA,238.0,247.0,226.0,72.0,57.0,LAX,MCO,1699.0,0,0
2007,10,9,5,1218,1453,DL,N211US,150.0,155.0,145.0,38.0,38.0,ORD,PHX,1140.0,0,0
2007,9,24,7,440,750,US,N861DL,186.0,190.0,173.0,19.0,24.0,SFO,ATL,1418.0,0,0
2007,10,19,3,228,825,WN,N559WN,361.0,357.0,345.0,-43.0,-36.0,SEA,MCO,2447.0,0,0
2007,10,19,2,659,802,AA,N136WN,65.0,63.0,52.0,-19.0,-23.0,ATL,ORD,431.0,0,0
2007,5,11,6,1443,1733,WN,N787UA,169.0,170.0,154.0,8.0,2.0,DEN,MCO,1212.0,0,0
2007,6,25,7,1758,2027,AA,N114WN,143.0,149.0,127.0,-17.0,-19.0,SFO,SEA,997.0,0,0
2007,4,10,5,107,207,DL,N211US,61.0,60.0,41.0,-13.0,-6.0,SEA,JFK,395.0,0,0
2007,3,16,2,742,1115,UA,N376WN,209.0,213.0,193.0,26.0,35.0,LAX,DFW,1550.0,0,0
2007,4,19,3,1824,2130,WN,N180DL,186.0,186.0,170.0,-50.0,-50.0,LAX,ATL,1330.0,0,0
2007,9,14,3,31,211,WN,N702US,95.0,100.0,88.0,11.0,4.0,SEA,DEN,670.0,0,0
2007,5,22,5,1727,1920,US,N331US,111.0,113.0,96.0,17.0,12.0,JFK,SFO,764.0,0,0
2007,12,21,1,2326,38,DL,N532DL,65.0,72.0,51.0,-7.0,14.0,MCO,DFW,473.0,0,1
2007,7,4,6,1709,1859,AA,N703UA,109.0,110.0,88.0,-7.0,-7.0,ORD,SEA,799.0,0,0
2007,8,16,6,2014,152,DL,N331US,336.0,338.0,327.0,-27.0,-22.0,SFO,JFK,2455.0,0,0
2007,7,3,4,39,524,WN,N702US,280.0,285.0,268.0,34.0,37.0,ATL,LAX,1977.0,0,0
2007,10,25,6,1326,1858,DL,N755UA,331.0,332.0,317.0,12.0,8.0,JFK,PHX,2210.0,0,0
2007,5,7,1,918,1119,US,N603AA,118.0,121.0,103.0,-17.0,-17.0,LAX,DEN,799.0,0,0
2007,8,21,6,1715,1952,DL,N172DL,156.0,157.0,137.0,-10.0,-24.0,SEA,SFO,1175.0,0,0
2007,8,5,3,753,935,AA,N331US,92.0,102.0,91.0,2.0,-9.0,DEN,MCO,712.0,0,0
2007,11,4,2,1804,2043,UA,N172DL,160.0,159.0,147.0,30.0,27.0,JFK,SFO,1143.0,0,0
2007,9,7,4,2049,2355,US,N376WN,186.0,186.0,164.0,-34.0,-51.0,JFK,LAX,1367.0,0,0
2007,8,8,4,1226,1431,WN,N211US,123.0,125.0,106.0,38.0,36.0,ORD,DFW,837.0,0,0
2007,7,26,3,1719,2237,AA,N180DL,316.0,318.0,294.0,42.0,38.0,LAX,PHX,2220.0,0,0
2007,1,28,2,501,904,DL,N462US,241.0,243.0,230.0,19.0,26.0,SEA,DEN,1683.0,0,0
2007,5,26,4,502,1026,DL,N552AA,324.0,324.0,301.0,35.0,40.0,DFW,PHX,2192.0,0,0
2007,4,4,1,1228,1429,AA,N920AA,127.0,121.0,104.0,9.0,16.0,DEN,SFO,796.0,0,0
2007,8,18,5,1506,2007,US,N653US,297.0,301.0,284.0,-17.0,3.0,ATL,LAX,2157.0,0,0
2007,4,20,6,950,1345,US,N603AA,230.0,235.0,211.0,-24.0,-14.0,DEN,PHX,1529.0,0,0
2007,8,26,5,451,629,DL,N125US,99.0,98.0,83.0,-42.0,-28.0,PHX,DFW,674.0,0,0
2007,6,3,4,1354,1809,DL,N870UA,249.0,255.0,239.0,33.0,33.0,SEA,PHX,1889.0,0,0
2007,5,9,3,640,1111,DL,N376WN,260.0,271.0,260.0,28.0,21.0,SEA,DFW,1881.0,0,0
2007,7,25,6,1418,1938,AA,N755UA,316.0,320.0,301.0,6.0,6.0,ATL,ORD,2398.0,0,0
2007,4,3,6,342,657,DL,N180DL,202.0,195.0,178.0,-21.0,-25.0,ORD,LAX,1460.0,0,0
2007,3,13,1,2112,2308,AA,N172DL,116.0,116.0,95.0,3.0,16.0,ORD,ATL,829.0,0,0
2007,7,11,5,8,521,WN,N586DL,316.0,313.0,289.0,-16.0,-36.0,ORD,MCO,2144.0,0,0
2007,12,21,3,245,838,AA,N588AA,353.0,353.0,328.0,-27.0,-22.0,MCO,SFO,2314.0,0,0
2007,8,25,4,1657,2246,AA,N552AA,341.0,349.0,333.0,7.0,3.0,ATL,DEN,2583.0,0,0
2007,8,2,2,2254,34,DL,N104US,103.0,100.0,84.0,12.0,18.0,SFO,MCO,663.0,0,0
2007,8,1,2,1520,1957,WN,N167WN,276.0,277.0,263.0,-32.0,-37.0,SFO,ATL,2010.0,0,0
2007,11,12,7,1850,2137,WN,N114WN,165.0,167.0,147.0,53.0,59.0,LAX,JFK,1240.0,0,0
2007,5,25,7,1333,1532,US,N102UA,115.0,119.0,95.0,52.0,56.0,DFW,DEN,885.0,0,0
2007,6,19,4,742,921,US,N755AA,113.0,99.0,75.0,-26.0,-37.0,MCO,ATL,674.0,0,0
2007,7,13,1,1642,1739,DL,N920AA,63.0,57.0,46.0,-46.0,-57.0,LAX,MCO,376.0,0,0
2007,7,20,3,1150,1355,US,N755UA,123.0,125.0,101.0,-58.0,-67.0,SFO,LAX,840.0,0,1
2007,12,21,3,1140,1522,DL,N603AA,215.0,222.0,201.0,46.0,34.0,DEN,JFK,1641.0,0,0
2007,3,24,4,1013,1101,WN,N454UA,51.0,48.0,33.0,-8.0,-9.0,DFW,LAX,350.0,0,0
2007,6,15,5,1906,2217,DL,N920AA,187.0,191.0,175.0,16.0,21.0,ATL,LAX,1361.0,0,0
2007,3,8,3,2341,130,AA,N672WN,112.0,109.0,90.0,27.0,29.0,PHX,ORD,788.0,0,0
2007,11,3,6,1924,112,US,N755UA,349.0,348.0,327.0,-31.0,-31.0,ATL,JFK,2290.0,0,0
2007,7,26,1,540,808,UA,N114WN,151.0,148.0,137.0,21.0,17.0,PHX,SEA,1053.0,0,0
2007,1,21,1,633,1054,DL,N369DL,262.0,261.0,250.0,32.0,39.0,SFO,ORD,1884.0,0,0
2007,3,21,7,1625,1935,US,N211US,181.0,190.0,175.0,41.0,36.0,SFO,LAX,1235.0,0,0
2007,11,4,7,204,413,DL,N532DL,129.0,129.0,113.0,18.0,25.0,PHX,SEA,868.0,0,0
2007,6,11,6,1827,2159,AA,N586DL,212.0,212.0,196.0,57.0,57.0,JFK,MCO,1551.0,0,0
2007,12,27,7,1436,1539,US,N683AA,67.0,63.0,41.0,26.0,21.0,SFO,JFK,438.0,0,0
2007,2,4,7,625,1150,DL,N462US,317.0,325.0,312.0,2.0,13.0,SEA,ATL,2256.0,0,0
2007,4,15,6,14,109,UA,N972AA,52.0,55.0,44.0,11.0,11.0,SFO,JFK,390.0,0,0
2007,7,3,2,1925,35,UA,N102UA,310.0,310.0,288.0,12.0,9.0,SFO,ORD,2151.0,0,0
2007,1,19,5,727,1323,AA,N369DL,357.0,356.0,343.0,4.0,3.0,ORD,JFK,2655.0,0,0
2007,5,28,7,1715,1851,AA,N787UA,93.0,96.0,82.0,-31.0,-30.0,ORD,MCO,639.0,0,0
2007,6,1,4,1936,2330,DL,N479DL,230.0,234.0,211.0,17.0,13.0,MCO,JFK,1632.0,0,0
2007,3,10,5,1059,1539,UA,N703UA,270.0,280.0,258.0,-46.0,-38.0,LAX,DEN,2076.0,0,0
2007,3,4,7,49,231,DL,N653US,107.0,102.0,87.0,22.0,26.0,PHX,MCO,763.0,0,0
2007,12,26,7,1718,1835,UA,N598UA,79.0,77.0,64.0,-18.0,-7.0,JFK,ORD,561.0,0,0
2007,12,23,5,315,640,AA,N167WN,197.0,205.0,185.0,-6.0,-15.0,DFW,PHX,1375.0,0,0
2007,7,26,7,122,349,WN,N342WN,151.0,147.0,128.0,-26.0,-26.0,LAX,ATL,990.0,0,0
2007,11,2,7,1200,1335,DL,N683AA,91.0,95.0,80.0,23.0,16.0,JFK,SEA,618.0,0,0
